Time Pressure Rate
0 0.001388889505 276.58407592773 400000
1 0.001458333572 276.08062744141 400000
2 0.001531250426 275.62142944336 400000
3 0.001607812825 275.1809387207 400000
4 0.001688203076 274.75286865234 400000
5 0.001772613614 274.33413696289 400000
6 0.00186124316 273.92297363281 400000
7 0.001954305684 273.51782226563 400000
8 0.002052021679 273.11773681641 400000
9 0.002154621761 272.72180175781 400000
10 0.002262352966 272.32943725586 400000
11 0.002375472104 271.94003295898 400000
12 0.002494248096 271.55303955078 400000
13 0.002618951956 271.16833496094 400000
14 0.002749896143 270.78530883789 400000
15 0.002887391951 270.40405273438 400000
16 0.003031775821 270.02380371094 400000
17 0.003183359746 269.64465332031 400000
18 0.003342527896 269.26614379883 400000
19 0.003509663977 268.88848876953 400000
20 0.003685127944 268.51126098633 400000
21 0.003869400127 268.13458251953 400000
22 0.004062863998 267.75805664063 400000
23 0.004265999887 267.38201904297 400000
24 0.004479312338 267.00579833984 400000
25 0.00470328005 266.62976074219 400000
26 0.004938432015 266.25357055664 400000
27 0.005185368005 265.87707519531 400000
28 0.005444616079 265.50057983398 400000
29 0.005716848187 265.12371826172 400000
30 0.006002687849 264.74670410156 400000
31 0.00630283216 264.369140625 400000
32 0.006617975421 263.99151611328 400000
33 0.006948864087 263.61322021484 400000
34 0.007296311669 263.23468017578 400000
35 0.007661136333 262.85562133789 400000
36 0.008044200018 262.47625732422 400000
37 0.008446391672 262.09631347656 400000
38 0.008868720382 261.7158203125 400000
39 0.009312144481 261.3349609375 400000
40 0.009777767584 260.95336914063 400000
41 0.01026664861 260.57144165039 400000
42 0.0107799843 260.18893432617 400000
43 0.01131897606 259.80599975586 400000
44 0.0118849203 259.42233276367 400000
45 0.0124791842 259.03820800781 400000
46 0.01310313586 258.65344238281 400000
47 0.01375828777 258.2682800293 400000
48 0.0144462008 257.88247680664 400000
49 0.01516852714 257.49615478516 400000
50 0.01592695154 257.10931396484 400000
51 0.01672329754 256.72189331055 400000
52 0.03344659507 251.73384094238 400000
53 0.05016986281 248.55520629883 400000
54 0.06689316034 246.13899230957 400000
55 0.08361645788 244.2218170166 400000
56 0.1003397554 242.64057922363 400000
57 0.1170630455 241.29873657227 400000
58 0.1337863207 240.13423156738 400000
59 0.1505096108 239.10696411133 400000
60 0.1672329158 238.18801879883 400000
61 0.1839562058 237.35697937012 400000
62 0.2006795108 236.5984954834 400000
